id,summary
64333,page displayed the location on mapping app
51218,page asking a information access permission
7262,alert message to select the app for sharing the file
57358,page displaying about tinnitus
60815,display of apps to open
48515,page displayed with various summer articles
63038,page displaying bible versions and paragraphs
71557,account showing offline in the accounts of app
65875,page displaying information and list of doctors in healthcare application
69110,display of screen shows to select a video for editting
36535,display shows calendar page
69988,display of weather readings in a weather app
52498,page showing alert message
60916,display showing number of languages to learn
57746,list of sound tracks in notifications page
55937,sign in page
8465,page displaying information about expense tracking application
49804,display of the messaging app with options
6962,display of images in a directory
64200,page displayed with a profile and options in application
45769,display of scores in a sports app
63037,display of screen shows a chapter from a holy scripture
55957,list of different kinds of transports in the application
8854,display of a guide app with multiple options
8670,display of list of account details in a social app
57160,page showing different sharing options
6689,display page of contacts in mobile
63267,display of list of top free apps
6087,pop up displaying the select conversations
58195,location and contact of the post
63774,log-in page for creating an account on social app
64823,display of a pop up
6884,display of inbox screen in a mailing app
38234,forum posts page in a business networking app
39916,different kinds of stickers in the application to utilize
58500,continue page
69519,display of options in a diet tracking app
53181,display of various images to select
69120,create new pin for the app
41735,page displayed the statistics details of learning activity
67572,page showing animated package of santa claus
71679,display showing unknown music is playing in a music app
39760,page displaying a song playing in music app
63497,page displaying to continue in a calling app
4370,page showing articles in a meditation based app
52045,display of a shopping app with multiple options
70066,page displaying with message to edit with different emoji options
46380,display of the text regarding purchased products in the application
8,display page of a fitness app
41313,display showing number of applications to share
54255,home screen featuring latest videos
38927,app asking permission to allow to create top-level window
49484,pop up displaying different share options
53561,display of options in the news app
70560,display page of manage artists
48157,list of different settings in the settings
70250,display showing options
66618,list of options available in a service app
50755,page displayed with a skill level in history
62455,page displays to create an account in app
37515,options menu in a business cards scanning app
57931,display page of a trucker app
71975,display of a sports app with stadium option
42129,page displaying app terms and conditions and its settings
41873,display page of medications in an health care app
38150,home page
41644,display of no pop up
49214,log in page for financial app
44721,login page for music app
42832,display showing forums section of deals app
65510,list of colors used to edit page in drawing application
4669,favorites page displaying
36345,pop up alert of explore digital tools
67446,page is to share and download the podcasts
64827,display of date requests in a dating app
54837,blank page of a camera
70856,log in page of the app
44746,display page of a video chatting app
44121,page displays to sign in into an app
51572,display of a translator app with multiple options
43837,display shows log in page
67313,display of list of sharing applications
37054,display showing search bar to find the location of car
42558,location page with some information in map application
9611,list of breaking news in the news app
67139,display of area codes to select
65985,blank page displaying with the url
59133,display of general settings page
44334,page displayed steps to get api key
6153,alert message to select the app for sharing the file
40444,location finding options in a bank app
738,list of options
51441,display featured streams in a video chatting app
64434,blank page is displaying for key chain page
47173,page displaying different edit options
71081,page displaying the list of countries
68657,page displaying a food application
56886,log-in page for an application with app information
55646,display of an audio playing in a meditation app
61375,display showing news
44128,display of a question in a money app
49506,display of a mystery in a ebook app
50694,display page of manage presets of meditation app
37735,comments of the shopping app
65753,display of search bar in a shopping app
45732,display page of a recipes app
37986,page asking to choose a degree
44525,display of a pop up
7236,display page showing profile information in message app
57899,display of settings options for a package delivery app
47986,page displaying for game app
41041,display of list of stations in a podcast app
54741,current profile settings options displaying in this page
9108,music player page
66449,display screen of map in weather forecast app
41174,display of profile details in a social app
40164,display of a prayer app with list of prayer timings
5498,login page of a social app
62339,display of a pop up
52954,notification to unlock the relaxing sounds in application
8018,page displaying for game app
37103,display of options in a vocabulary learning app
8979,different kinds of options to manage the application functions
60044,introductory page
56446,list of audio files available in the app
52273,different features are showing in the app related to rewards
47356,display of list of options of beer in shopping app
46326,account balance page in frim app
60479,description regarding the refresh tab in the application
60035,page showing the version details of app
70150,page asking to choose a member name
36556,display of teams news in sports app
52848,page displaying various sounds to select
71322,current page in stock exchanging game app
65018,display page of my lists
64598,display of screen asks for set up a qr code
47905,notification displaying selected option
56464,display of product details with image in e-commerce app
50521,page displaying multiple share options
41305,display showing map
57930,display page of a settings in a trucker app
68421,display of a sports app with multiple options
59697,page displaying signing in information about music application
6843,display of change location page in the navigation app
70519,display of image from gallery with share and like option
51698,blank page showing icons
57639,display of options to create an account for an app
63087,list of pictures in a social app
41318,display page showing different locations with refresh option
36624,home page
56638,page asking to enable location
8087,display of settings options for a messaging app
8961,list of league of legends
53484,list of various categories in online shopping app
35886,display of settings page
65554,display of notes taking page in a learning app
37995,display of settings page
39503,display showing number of tracks in a music app
56242,display page showing search results in social app
62336,display of list of filters in a shopping app
46843,page displaying features of speedometer in speedometer app
7071,page displaying smoking details of a smoke quitting app
55477,display of a dating app with a start page
70800,list of options available in the app
9513,application to verify the mobile number for access
40794,display showing map
58487,display of a social app with status option
3774,page displaying all departments in the app
70779,page displaying map in a navigation application
54010,display of quizzes in a learning app
7601,home page for a flights booking app
63636,open with page in a playstore
4995,display with multiple options
57848,display of fever check page with instructions and measure options
42554,page displaying map
4205,display of new updates page
37165,display showing number of videos in a food app
66073,display of advance settings page
69943,display of a baby application which tracks baby developments
4509,display of inbox screen in a health tracking app
43836,login page for learning app
59125,page displaying search results
66342,display page showing fruits and nuts in shopping app
71900,page displayed the information about language dictionary on study app
70468,display of schedule page
5900,page displaying an image for eye testing application
62668,display to write in the social app
67687,page displaying a search box in the app
50238,display showing an image
71025,page displaying ordering option in a shopping app
54384,guide screen with instructions
6979,display of menu list in an an app
54820,page displaying with product in shopping application
46640,display of step goal screen in health app
53074,list of sports and media of a news app
38511,display of settings page with various options
8029,display of options in a weather alerts app
38908,home page of a news app is displaying
56166,display page of knowledge and other options
50280,screen displays the options to sign in the learning app
41,display of search page in the dictionary app
63880,page displaying multiple applications to share
5124,page displaying image with filter options
58183,display of a photo clicked using camera application
61696,display page showing map and few options in taxi app
8486,login credentials page for an app
49284,list of countries in a social app
5677,display image of options in a music application
65492,display of map to enter phone number in calling app
4856,page to navigate the depression control app
8544,home page displaying to enter details
62258,page displaying last period dates
9700,list of options available in the app
6140,page asking to select the preferred interface color
65273,display page of a tracker app
62432,login page of an educational app
4435,display of a games app for training our memory
69693,page to search food online in food application
62993,log in page for the application with entry details
57549,display showing number of applications
52573,audio recorder app displayed recording time and other options
59242,list of different news feed
50678,display of photos in recent folder
37070,page displaying signing in information about newborn health tracking application
49085,pop up displaying list of options for sharing
60144,pop up displaying multiple options
59961,display of a photo in a sports app
44829,catalogue page of an online shopping app
38586,inviting guests from guest list
39336,display showing to enter location to find the route
57713,home screen displaying a image with meme
56606,list of indycar services in social app
48350,display of screen shows about author
5574,page displayed the written test question on vision test app
54644,page asking to add location on a solunar tracking app
71612,app asking to add my email
47949,display page showing different locations
43462,page displayed to enter details of profile info
54671,page showing welcome page
58276,home screen displaying for medical app
5018,page asking details of clients
42485,display of registration page with few options in health app
59907,my recipes in the food app
57583,display featured shows in a streaming app
55209,page displaying for location app
70990,display showing number of songs
6008,display of tickets in a sports app
59882,display image of a fitness application
50212,display image of options in a travel app
50247,informative page
55306,display shows latest news feed in the news app
66434,display of forecast of a location
8345,display of a tracker app for diet and healthy life
53425,display page asking to select vehicle
59716,page displaying to select a child 's profile in the app
58024,pop up displayed to buy premium feature
43517,page displaying the selection of the country
59557,display shows workout page
47241,display of an alarm application with options
6971,display showing share image options
64471,page display multiple contacts in a gaming app
42356,page asking to verify email address on a travel app
43575,display showing to enter location to find a restaurant
66746,alarm set page in clock app
4273,display page of calculate due date
48264,display of screen asks to invite friends
57909,application to get the answers for your health issues
70194,display of account settings page
38354,pop up showing various apps to share
71903,display page for a dictionary app
63694,page displaying multiple settings options
62456,create account details for a chat app
69173,display page of a nail art tutorial app
7329,display image of options in a shopping app
44976,page displaying moment details in a social media app
37040,pop up showing various apps
7896,list of different food stores in the application
4588,never miss a weather alert in the app
60909,page displaying a question with options on an app
54415,introductory page of a website
52819,blank page displaying for contacts in messaging application
49448,display of information in a health tracking app
40877,display of a calling app with verification option
36205,display showing settings of best travel app
53934,camera app asking whether to save or delete the photo
39243,pop up page with instructions
55965,display shows status in the medical app
44660,log in page for a mobile app
56961,page displayed the teeth braces setting options
46053,different kinds of national news in application
62940,account options menu for a financial services app
5505,news feed with different stories
69840,display image of options
60683,display of screen shows different categories of clothing
69442,page displaying name details
51710,display of options for a baby learning app
53439,display of screen shows different settings
65324,list of options in a tracking app
59863,page to send an enquiry with a given option
62812,blank page displaying for the application with options
42204,display showing options
51950,login screen for a video calling app
37651,log in page
4990,display image of options
44157,display page of blocked calls and messages
71549,font and color screen with some options
69020,display showing to accept terms and privacy policies
7000,screen displays the welcome page of the travelling app
45305,display of account configuration page
8899,display page
8850,display image of a guide app with search bar option
55642,list of daily forecast on a map app
70795,display shows vpn is ready to connect
48617,display image of options with search bar
49685,displaying options to select number of passengers based on stages
59076,page displaying various videos in sports application
47532,display of screen shows a to do list
37185,blank page showing a text
60728,choose a contact page in a calling app
59681,display page of a mental healthcare app
46691,display with booking option
50046,log in page
71094,display menu list of options in the weather streaming app
56097,interface for a construction management app
66956,list of options
55479,sign in page for a dating app
44234,pop up displaying about the health habits
39851,completion page of a process
58676,page displaying the performance of the task
52566,keyboard theme displaying in this page
45105,page displayed with various options in application
59670,display page showing app information with start option
60800,image in the application for preview
636,details of a person in a social app
65717,display page showing information about settings icon in navigator app
49388,display of profiles in a dating app
46154,display page of screens in an devotional app
57213,display of search activities page
4449,page displayed to get start and other options
8650,pop up showing app details
53257,all flirts in find flirts
40922,display of balance in a transactions app
56506,list of settings on a food app
4179,display image of options
36972,page displaying privacy details for registration
64912,interface for an animal sounds app
43095,log in page of a social app
36268,page displays welcome page of wallpapers
52792,birthday reminder page
43840,display of requesting page in a learning app
64581,page displaying the information of the app
64761,fill the details to create a profile
61295,page displaying the multiple hotels
49082,page displaying the account details for billing
45713,initial page
63013,pop up page for inviting friends through different apps
4609,display showing page is loading
46497,display food items with price in the food delivery app
48542,page displaying recent images
71375,page displaying to choose an action
39042,email yourself the above link to install the desktop software
44828,different products are displaying in the shopping app
67242,display showing number of flights
43802,display page of a fitness app
39712,pop up page for sharing through different apps
42774,list of various gift cards form the financial apps
67409,display of list of tools in the expenses planning app
66562,departure alerts page in local traffic app
60693,display page showing some information in weather app
60687,pop up displaying the a submit
5196,display page of a trading app
43974,page displaying the settings
62390,display page of extras of a car services app
56940,display page with multiple icons in weather forecast app
51348,display of settings page
37325,page displaying with various news feeds
61608,display page showing options and icons in workout app
65719,pop up displaying introduction for the app
7006,my trips information of the page
65023,page showing information about bonus
54687,page asking to enter the details in a shopping app
50757,display of hunter application with various options
5464,display of styles in a fashion app
40068,display shows other apps options in the camera surveillance app
62184,interface for a communication based app
60451,display image of options in a beauty app
39759,display of various products in shopping app
40213,list of different teams in the app
3847,display page asking personal information
6470,page displaying notifications in the app
67946,basic details page of a tools app
48530,camera displaying a board in class room
41635,page displaying screen to accept image in baby care app
3939,pop up notification of sign in page
46730,page displaying to register into an app
48840,list of different states in the application
69619,display of menu list in an an app
40963,list of weather information in the app
65615,sign in page for shopping application
70198,account screen with some options in travel app
40993,display of bikes in a bike purchasing app
64466,display page showing book information with multiple options
72188,page displays list of countries in app
59872,display of product with details in shopping app
58522,display page of rewards and other options
69734,starting page of the wallet application to vote from mobile
52178,disclaimer note popup on the screen
69839,open page of the app
39310,contact application with different options
46974,display image of options
38934,sign up page displayed of an dating application
58020,display page of diary of a health app
48820,display of favorites page
63753,display image of options in a learning app
38660,display of my recipes list
51438,blank page shows blocked accounts
57007,display shows setting options for the broadcasting media app
48309,page asking location access in a local groups finder app
66861,display showing sign in page app
53332,home page displaying about cruise countdown
42573,page displays to enter phone number in app
5938,page displaying group messages in the app
36970,page displays to sign in into an app
38151,list of sessions of software development page of learning app
53159,page displaying features of a call mapping app
70362,page displaying map
47203,display of a music player app with multiple options
49724,log in page of learning app
52817,display page showing map and few icons in mapping app
37464,display showing to merge
46249,page displaying multiple settings options
63099,application to search for the restaurants and cuisine
54579,page asking to enter email address
8341,get maximum results in the best diet app
69128,page displaying list of options
61161,display with about option
67645,display of search page in an ebook app
58746,page asking to edit profile on a pregnancy app
44267,display of date way page of a dating app
65567,different features are displaying in the menu
58214,display of maps application with options
39869,display page of a settings in a gaming app
50512,log in page of apartment rental app
49566,display of a tracking app with multiple options
63639,display of screen shows recent pictures
43065,display of homepage with two options in social page
41882,page displaying multiple settings options
66263,display of agreeing terms of use of a school app
66390,page displaying political post in the app
46802,display of screen shows no current events
39097,display with calendar option
69034,display of apps to download
8573,page displaying the various options of settings
68064,app update available in the app
36846,welcome page for library app
48391,display of settings page
48794,catalog screen showing few information in an education app
56093,display of expert handicappers in application
38510,display page of a traffic information app
8349,page displaying the diet details in application
879,display of log in page in a banking app
40455,display showing apartment finder app
49447,page displayed with temperature calculator
53652,display of a map in a weather readings app
50671,log in page for the social media application
7613,display of various properties in booking app
65279,display of settings options for a car maintenance app
9341,display with multiple options
59035,display page of a gaming application
69513,pop up displaying about a social app profile
36981,display of a motivation app with multiple options
58506,adds to install apps
43539,display page showing different kinds of images
42265,list of options in a thermostat app
39732,page displayed the profile info of user on social app
47921,login credential page for social app
53773,pop up alert message showing steps
70339,display of various images from recent folder
534,display shows list of locations in trucker app
44654,display of a wallpaper app with install option
53175,home page and search bar in music app
50162,interface for a voice recorder app
36633,contractions tab in the application
49684,display of list of airports in an airways app
70511,list of notification options in a mobile
43168,display of apps to open
50284,page displaying about the students details and career in application
46316,display showing no contact found
50510,different filtering options are displaying for buying property
42245,display of various options of system
68155,page asking to agree to the apps terms of use
41651,browser app displayed search page and permission to share location
70167,display of photos in a folder
41114,display image of a learning app with options
6,display of workout page with options to track
68223,display page of humour application with different options
51450,display of fans page in a video chatting app
71851,page displaying application option for sharing
43487,display of a loading page
46939,list of options showing in a food ordering app
66995,display page showing log-in option with order information
54705,page displaying support information about spanish learning application
46469,display page of teams of a sports app
39818,confirm date page of an airlines app
58740,menu of options in pregnancy tracker app
53400,welcome page for a safety app
67974,display of screen shows appearance settings
71192,page displaying list of options under settings feature
47823,display with search bar option
8827,display of the application with question about first visit
39423,display of filters in a shopping app
53263,display of a chat screen in a social app
59476,page asking questions about christianity
37278,display of automatic notifications with configure option
50391,display with help option
62015,displaying various options in a tracker app
36088,display of a recipe guide in a food recipes app
60671,display of initial page of camera app
52127,page displaying the location on a map
56243,display of app to sync the mail accounts
47248,interface for a digital alarm clock app
57066,display of a learning app with next option
49325,display of list of ringtones for a timer app
39188,blank page of a url in a browser
40144,log in page for the application with entry details
71668,chats page of a social media app
49777,display of birthday date for a profile
60584,display screen with send feedback option
36120,login page of an account
44291,list of options available in the app
8545,blank page displaying text and close icon
41464,display of a an audio playing in media player app
68326,page displayed steps to create audio snaps
56962,display on features of teeth
50865,cartoon images in the page
38756,open camera option with emojis and icons
7649,display of cycles with prices in a location
44280,advertisement page of a dating app
56247,display shows homepage of kids activity application
60245,page displaying information about a messaging application
4559,category page in e-commerce app
59805,display of a profile with styles in a fashion app
41793,display page of a drawing beginners app
56739,bookmarks page of a food delivery app
9032,display image of options in a music/video app
41349,display of a sentence in a translation app
61298,alert message displaying different currencies
3858,page displayed how to scan instructions
52773,display of a tracker app with add new addiction option
4490,application with different kinds of tabs to regulate
59914,page displaying carrot profiles in the app
60796,page displaying various properties
37928,display of paired devices for connecting device
71343,display page of a safety precautions app
64542,application to reserve the trip which you need
4439,display of a level in a brain training game app
8853,display showing number of applications to download
43436,blank page of a sms browser
41769,display page of a public timeline
68171,display of a cartoon tv app with multiple options
51424,display screen
72139,list of different colors in the page
9286,different categories of products are displaying in the shopping app
44116,page displaying the share options through social apps
42366,display of frequency ratings in a music learning app
70960,page for calculating pregnancy test
5134,display of different categories in shopping app
44521,display of a games app with list of options
69449,display shows security and privacy page
38338,display of job ads in a job search app
4649,display of list of phrases for a language learning app
6401,home page and other options displayed of an shopping application
4587,page displaying the various options of settings
52881,display showing to allow access
6603,application with register and sign in options to get access
42069,display of a dictionary app with install option
44221,my motivational photos in the photos app
5903,mobile verification page
52620,page displayed different setting options
63609,display search bar to find a location
71554,about page for rating or sharing app
64789,page displaying information about video editing and sharing application
8608,blank page of offer zone displayed in an shopping app
53546,display of a shopping app with multiple options
60475,no results are displaying for the inputs given
7063,login page details of a chat application
9921,sign in page for a magazines app
62472,page displayed an image and other options of dating app
44451,log in page
64202,display shows various options in the social app
55978,page displaying details about appointments
70342,display showing login page of drugs dictionary app
65497,display of list of sharing applications
59359,home page displaying for communication app
9157,display of a profile in a dating app
7226,displaying list various options in a e-book app
62150,displaying gift card page
9165,display of option to find friends in a dating app
63520,display page of a holidays list
68300,all pets tab with welcome offer in pet parenting app
54293,display of options in a medical app
4783,display showing number of application to share
52210,interface for a ringtones related app
61677,display page showing picture text and options in social app
36925,login credentials page for an app
42408,display image of options in a quit smoking tracker app
62368,display page of support with different options
69320,display showing to update an application
68829,pop up alert message showing options
67265,home page for the financial application
45107,audio is playing in ted talks
66565,community page with register option in a traffic app
66725,display shows modules page in love advisor application
43406,display of a chatting app with address book option
4780,display of settings options for a food recipes app
8232,display shows latest videos in the sports streaming app
69178,page displaying categories in travel app
3679,interface for a food industry related app
40493,page showing the notification options in social app
48694,page displaying multiple share options
41624,home page of wifi setup application
47533,display of options
39853,page asking to sign up
59206,instructions page in an animal hunting app
8601,page displaying about the locations to delivery
420,page displaying recent images
44986,display shows page to confirm
44768,drop down list of options
53802,display image
52355,display page showing list of languages
58896,display showing contact us options of a count down app
44194,blank page displaying for contacts page
39381,list of articles in a news app
54913,live video of steam in the app
67027,drop down to select a country
52877,display of a mail app with multiple options
58036,blank page of dairy to be added displayed
47584,interface for a coupon finder app
60954,display of error page in a video streaming app
69728,display of a coloring app with setting option
64646,display showing number of stickers
485,display of a show facts on a podcast app
6779,page displaying various ringtones
46332,display screen with join/sign in option
44448,display of welcome page for a banking app
52066,list of episodes in the app
7046,display of a payments app with locations option
47572,home page displaying search bar
58991,about page
67036,display list of options for settings
661,display shows page to practice in the learning app
55242,page displaying support options
38564,license pop up of emojis app
4848,data of a lessons and tasks for school children
37794,display showing next alarm app
66745,display of tests in a learning app
6065,application to text voice mail and other things in mobile
9825,locations page with some information
49592,display show details in the alcohol consumption tracking app
66794,page displaying list of numbers with search bar
43794,conversation page with stickers
6132,page displaying the different types icons
47575,agenda page of an events app
67657,error page of informative app
45239,display of a pop up
9445,get started page of financial application
59566,display of options to log in into social applications
44156,display showing number of lists
36434,display of an account details in a social app
62327,display of user profile confirmation page
47930,display to create manage checklists
3708,page displaying about the wish list in application
9163,display of option to upload a photo in dating app
60426,edit contact page with few options in calling app
37277,contact application with different options
37884,pop up page for creating an account
61182,display of screen shows to set alarm length
71827,display of profile details for a calling app
4901,meal plan schedule in the food app
59054,display screen of tools page
63780,account details to enter in the application to get access
46287,home page for login in study application
59234,display of a news article video in a news app
62041,pop up displaying contacting information
40205,display of received alerts
43199,login page for an application
59458,display showing number of ringtones
41477,display of a recorder app which monitors sleeping activities
56063,qr scan code page for sharing alarm of sleep tracking
54681,display of open app screen
7856,image of quotes in the gallery
68153,display of list of languages to choose
46522,alert message displaying various versions
6138,collection page in movies app
61771,display shows latest news in the news app
8410,display shows installed page
560,page asking to enter the email address
61865,display of news articles in a news app
62575,display of risks found in a scanning app
69824,application to share the your photo videos from gallery
38652,page displaying multiple applications to share
54076,display of maps application with different options
59129,display of information about a period tracking app
63945,error page
71591,screen displaying the sign up page
5549,page displaying a news in a news app
65817,display page showing account information with verify account option
57913,display of entering an email in health tracking app
62032,display with multiple setting options
71752,pop up displaying with list of professions
600,display of images in a printing app
6751,page displaying various information
36569,open with page in a learning app
63543,page displaying the theme and asking to install the app
50592,display of general settings page
53832,display of settings page
54454,display showing system settings with few options
71436,display page
7334,display of a footwear options in a shopping app
8980,display shows search phone number page in a calling application
46836,display shows list of options in the speedometer app
46103,display of settings options in a diary app
39021,database page of a drug usage app
61019,list of subjects available in the application
64276,display page showing weather information in weather forecast app
56235,display of privacy options of a mail
62690,display of list of threads in a software tool
65860,contacts page in an online calling app
54716,display shows the converted values in the currency converter app
70187,page showing caller-id with few icons in a contact app
54529,pop up is about the distance calculator
36698,application starting page to commence the function
9311,display of a pop up
48807,introductory page of a website
59043,page showing variety of icons
63079,pop up displayed different languages to select of learning application
5064,initial page
56291,list of data sharing options in a social app
48495,pop-up asking profile access in a video sharing community app
49714,page displaying the several alerts of horse racing replays
45108,display of a listening app with multiple options
52944,display image of a decorating app
54536,pop up of list of options in the page
42504,display showing map
70726,display of filters in a job search app
41738,display of a map in a weather readings app
38051,display page showing terms of service information
41546,display of screen shows a question in all-in-one app
62137,list of recent files
50776,log-in page for an application
70659,display of directions to use a rooting software
42321,display of an account details
45103,home page
55797,display of scanning process in a security app
50304,contacting details of a payment app are displaying
62514,display of create account page
50229,application for different kinds of playlists
49957,list of settings in the settings app
5108,display of details in a travelling app
44479,display of a month calendar with specific date
44992,display of likes page in a live chatting app
63881,page displaying 50 off winter sale
39746,list of products displaying on a shopping app
46270,display page showing code information with next option
61028,features of the news app are highlighting
63947,many album covers are displaying
53393,display page asking to add place in weather app
3938,display of list of comics in a shopping app
67589,page displaying list of options for settings
3819,book marks page in a surgical learning app
36871,page displayed instructions to play and delete game
63068,pop up alert to share it via application
38358,introductory page of a website
51219,application with research tab regarding stocks
51443,pop up displaying share option
40667,different types of santa dresses are displaying in shopping app
61410,display with next option
57286,display of an item in a shopping app
46477,display of settings page
3833,display of a video in a learning app
51785,introductory page of a website
41535,display of a lesson in a learning app
70399,blank page of sms backup page
47448,display of timings in a timer app
44186,display of search page to select a country
56954,different publications are showing for car
67158,display of information of a profile in dating app
36065,display of schedules in a grade tracking app
59680,crisis page in a mental health app
40157,alert message to select the app for sharing the file
52372,display of translation page in a learning app
39536,display of log in page in a rest stop app
61553,display of home page for an app
62745,display of options in a business app
45547,display screen of weight recorder with history options
64441,display page of terminals for an app
6337,display with settings option
43955,sign up page with some text
37793,display of a set alarm option in a clock application
49978,display of search page to find a match in app
9551,login or sign up page
67000,display of price alerts in a travel app
38828,arena page shows some pictures in an service application
54269,introductory page of a website
40221,display image with options
46981,display of categories
54333,alert message to select the app for sharing the file
71071,display of notes in a musical instrument training app
57937,display of an audio in an ebook app
5965,display of license agreement to accept
5862,display of chats in a contacts app
49278,page displays a picture to set as a wallpaper
46000,different features of comic app are displaying
39547,display of orders in a sports app
7991,display screen of recipe with all details
66715,display of revelation page with few options in holy-book app
5584,display page showing some information in eye testing app
7241,page asking to enter the pin number
63620,display of favorites page in a metro alerts app
7270,display of hourly forecast in a weather app
5559,display of menu listing various option
9819,display of a screen to choose a color
58473,display of daily weight check page
37504,display of reminder settings options
62126,display of a screen in a photo editing app
37173,display of search page in a recipes app
8627,call blocker page with few options in calling app
56091,display of received alerts
64040,pop up screen of followers assistant to log in
49440,display of a photo in gallery folder
70457,display screen of new time page
382,display screen of help and support
42915,display screen of appearance with options like theme
64981,display of a initial page for transportation app
6266,display screen of purchase products
41270,page displaying details
37722,display screen of more sources showing info
4721,pop up message of network connectivity
51973,display screen of favorite teams
69841,pop up displaying error on login credential
61446,day wise weather information displaying in this page
6335,display tokens page with options in the call prank app
53660,page displaying settings in weather app
51949,display of a pop up
4195,display page showing few information in entertainment app
62551,display is about a painting app
70608,choose photo from gallery or camera
52051,page displays numerical keys in app
46186,display of a sports app with salary changes option
48717,display showing numbers
44391,page displaying about travel app
59170,new category page in a music app
9379,introductory page of a website
38157,display image with search option
38646,pop up asking to sort a list of items
63116,display oh hotel page with picture in a travel app
63085,display page of recent photos
37906,initial step to create account in dating app
7453,app introductory page with few options
70472,no tasks page of a learning app
68588,login page displayed
46702,displaying online booking page of hotel
59563,display of a workout app which helps to build muscle
52610,display of magazines with pictures
64519,pop up showing chapters list
51622,display showing all positions
38439,display page of running with options of a workout app
60829,list of celebrities page of a food app
47036,display page asking to enter passcode
42979,log in and sign up page for the application
51432,page displayed profile view and other options of streaming application
5598,blank page displaying for news app
47233,display of list of apps in a speaker app
53878,screen displays welcome page
55272,display page of videos and other options of news application
7989,display page showing recipe information
37399,display of settings page
36802,displaying a magnetic compass app
9101,page displaying an image in a social media app
67820,log in page of a period tracking app
62761,display of shipping page for a shopping app
70820,display of settings in a camera app
44844,display page of catalogue of a shopping app
41790,display of screen shows different search locations
56363,notification displaying a selected option
67410,display showing total account balance in a banking app
68645,display of apps to open
45382,blank page displaying for language learning app
49382,display of various images
37687,display of an account details in a shopping app
60357,page displaying list of iq tests
928,display of log in page
64406,list of different videos in media player app
66407,displaying login page of mobile banking app
8852,display page of a casting app
39628,pop up alert message showing install now
69963,display screen showing installation instructions
61592,display of event tickets in a booking app
35897,page showing a image of a invoice
64086,animals images displaying in this page
36612,page displaying to register the trading application
63250,my camera screen with few options in social app
57322,sign in page for an app
54805,different kinds of products in the online application with prices
55421,age range and language of the profile
59172,display of filters in a chatting app
59568,display of calendar in a fitness app
53705,pop asking feedback
65620,display showing total number of handbags in a shopping app
69304,page displaying multiple share options
42545,blank image of a camera
51275,page displaying list of options for settings
57817,display image of options in a pets app
58413,display of options in a tie knotting guide app
42394,list of countries in the choose countries
51364,display of versions for an app
71351,diet plan page displaying
64732,display showing number of images
45710,display page showing few options in service app
36177,display page of a settings in a news app
4244,displaying list of different countries
59100,login and sign in page with credentials
9635,pop up page of tips and tricks
48351,display of library page in a ebook app
40892,contacts page of a calling app
43022,screen displays the sign in page of a banking app
55903,display page of my notes in the app
8095,page displaying a financial application
48684,display screen of select location
36413,displaying people page to follow them in a social app
5506,different kinds of law enforcement records in application
57678,page displaying more options
39817,log in page of a social app
62147,page asking to update account info
71177,home page for the application with options
73,display page of a map view
4116,login page of a calling application
9506,display of offers in a shopping app
50917,display of a travel app with hotel booking option
64337,displayed page showing few options in an social application
42396,chat page of a calling application
58597,page displaying settings information about a music application
